location_type, parent_station, stop_id, stop_code, stop_name, stop_desc, stop_lat, stop_lon, zone_id, supported_modes
0,,26892,26892,"Farrington Rd After Progress Dr","",-32.0761855042,115.82012433,2,Bus
0,,26893,26893,"Grimwood Av After Mews Ent","Grimwood Av / Mews Ent",-31.8689292766,115.7947816860,2,Bus
0,133,26894,26894,"Butler Stn Stand 1","Butler Stn",-31.63604333333340,115.700248333333,5,Bus
0,133,26895,26895,"Butler Stn Stand 2","Butler Stn",-31.63589111111110,115.700162222222,5,Bus
0,133,26896,26896,"Butler Stn Stand 3","Butler Stn",-31.63573277777780,115.700073333333,5,Bus
0,133,26897,26897,"Butler Stn Stand 4","Butler Stn",-31.63530166666670,115.699835555556,5,Bus
0,133,26898,26898,"Butler Stn Stand 5","Butler Stn",-31.63513777777780,115.699750,5,Bus
0,133,26899,26899,"Butler Stn Stand 6","Butler Stn",-31.634975,115.699657222222,5,Bus
0,,26911,26911,"Wanneroo Rd Before Tadorna Ent","",-31.7226469918,115.7856680850,4,Bus
0,,26914,26914,"Fifty Rd Before Eighty Rd","Fifty Rd / Eighty Rd",-32.3079120698,115.8182831780,5,Bus
0,,26915,26915,"Cervantes Av After Niagara St","",-32.3165790450,115.8148994820,5,Bus
0,,26916,26916,"Cervantes Av Before Niagara St","",-32.3164655827,115.8148830730,5,Bus
0,,26917,26917,"Cervantes Av After Segovia St","",-32.3186543881,115.8147269560,5,Bus
0,,26918,26918,"Cervantes Av Before Colreavy Rmbl","",-32.3183799437,115.8146386220,5,Bus
0,,26919,26919,"Santa Barbara Pde After Belhaven Tce","Santa Barbara Pde / Weymouth Bvd",-31.6567126740,115.6929284290,5,Bus
0,,26920,26920,"Santa Barbara Pde After Hampshire Dr","",-31.6537102536,115.6924127580,5,Bus
0,,26921,26921,"Santa Barbara Pde Before Hampshire Dr","",-31.6536821825,115.6925650920,5,Bus
0,,26922,26922,"Jindalee Bvd After Santa Barbara Pde","",-31.6509055547,115.6911052240,5,Bus
0,,26923,26923,"Jindalee Bvd Before Seafarer Wy","",-31.6508232473,115.6908316280,5,Bus
0,,26924,26924,"Roundhouse Pde After Windjammer Pwy","",-31.6484784817,115.6904264130,5,Bus
0,,26925,26925,"Roundhouse Pde After Dotterel Grn","",-31.6486159488,115.6903372190,5,Bus
0,,26926,26926,"Roundhouse Pde Before Marmion Av","",-31.6476675304,115.6941978930,5,Bus
0,,26927,26927,"Roundhouse Pde After Cockleshell Br","",-31.6477207926,115.6941063390,5,Bus
0,,26928,26928,"Glasshouse Dr After Salkin Lane","",-31.69081833333330,115.799750,4,Bus
0,,26929,26929,"Glasshouse Dr Before Salkin Lane","",-31.69089166666670,115.799362777778,4,Bus
0,,26930,26930,"Glasshouse Dr After Conerta Link","",-31.6926469760,115.8009250230,4,Bus
0,,26931,26931,"Glasshouse Dr After Micrantha Wy","",-31.6925057864,115.8010197170,4,Bus
0,,26932,26932,"Botanic Av After Saxicola Rd","",-31.6957813869,115.8009393760,4,Bus
0,,26933,26933,"Botanic Av After Woolly Rd","",-31.6956196401,115.8009604840,4,Bus
0,,26934,26934,"Viridian Dr Before Joondalup Dr","",-31.69665777777780,115.812691111111,4,Bus
0,,26935,26935,"Joondalup Dr After Elderiana Lnk","",-31.6963420403,115.8098063850,4,Bus
0,,26936,26936,"Joondalup Dr Before Elderiana Lnk","",-31.6961947848,115.8098310240,4,Bus;School Bus
0,,26937,26937,"Joondalup Dr After Mistletoe Dr","",-31.6979132825,115.80759593,4,Bus
0,,26938,26938,"Joondalup Dr Before Mistletoe Dr","",-31.6983601638,115.80697256,4,Bus;School Bus
0,,26939,26939,"Joondalup Dr Before Tumbleweed Dr","",-31.7016138279,115.80552418,4,Bus
